,Unnamed: 0,Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
127,127,https://www.jstor.org/stable/116953,Regulatory Discretion and the Unofficial Economy,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Simon Johnson,Daniel Kaufmann,Pablo Zoido-Lobatón,,,,,,0
128,128,https://www.jstor.org/stable/116954,Changing Incentives of the Chinese Bureaucracy,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,David D. Li,,,,,,,,0
129,129,https://www.jstor.org/stable/116955,Private Enforcement of Public Laws: A Theory of Legal Reform,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Jonathan R. Hay,Andrei Shleifer,,,,,,,0
130,130,https://www.jstor.org/stable/116956,The 1940 System: Japan under the Wartime Economy,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Yukio Noguchi,,,,,,,,0
131,131,https://www.jstor.org/stable/116957,Structural Change and Japanese Economic History Will the 21st Century Be Different?,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Gary R. Saxonhouse,,,,,,,,0
132,132,https://www.jstor.org/stable/116958,Declining Population and Sustained Economic Growth: Can They Coexist?,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Yutaka Kosai,Jun Saito,Naohiro Yashiro,,,,,,0
133,133,https://www.jstor.org/stable/116959,"The Incentive Structure of a ""Managed Market Economy"": Can It Survive the Millennium?","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Koichi Hamada,,,,,,,,0
134,134,https://www.jstor.org/stable/116960,"Competition, Policy Burdens, and State-Owned Enterprise Reform","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Justin Yifu Lin,Fang Cai,Zhou Li,,,,,,0
135,135,https://www.jstor.org/stable/116961,"China's State Enterprises: Public Goods, Externalities, and Coase","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Gary H. Jefferson,,,,,,,,0
136,136,https://www.jstor.org/stable/116962,Village Leaders and Land-Rights Formation in China,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Scott Rozelle,Guo Li,,,,,,,0
137,137,https://www.jstor.org/stable/116963,The Double Drain with a Cross-Border Twist: More on the Relationship between Banking and Currency Crises,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Victoria Miller,,,,,,,,0
138,138,https://www.jstor.org/stable/116964,Financial Crises in Asia and Latin America: Then and Now,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Graciela L. Kaminsky,Carmen M. Reinhart,,,,,,,0
139,139,https://www.jstor.org/stable/116965,On the Importance of the Precautionary Saving Motive,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Annamaria Lusardi,,,,,,,,0
140,140,https://www.jstor.org/stable/116966,"Risk, Entrepreneurship, and Human-Capital Accumulation","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Murat F. Iyigun,Ann L. Owen,,,,,,,0
141,141,https://www.jstor.org/stable/116967,"Who Owns Guns? Criminals, Victims, and the Culture of Violence","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Edward L. Glaeser,Spencer Glendon,,,,,,,0
142,142,https://www.jstor.org/stable/116968,"Guns, Violence, and the Efficiency of Illegal Markets","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,John J. Donohue III,Steven D. Levitt,,,,,,,0
143,143,https://www.jstor.org/stable/116969,Lives Saved or Lives Lost? The Effects of Concealed-Handgun Laws on Crime,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Hashem Dezhbakhsh,Paul H. Rubin,,,,,,,0
144,144,https://www.jstor.org/stable/116970,"Criminal Deterrence, Geographic Spillovers, and the Right to Carry Concealed Handguns","Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Stephen G. Bronars and John R. Lott,Jr.,,,,,,,0
145,145,https://www.jstor.org/stable/116971,Engaging Students in Quantitative Analysis with Short Case Examples from the Academic and Popular Press,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,William E. Becker,,,,,,,,0
146,146,https://www.jstor.org/stable/116972,Teaching Undergraduate Econometrics: A Suggestion for Fundamental Change,"Vol. 88, No. 2, May, 1998",Vol. 88,No. 2,May,1998,,Peter E. Kennedy,,,,,,,,0
147,147,https://www.jstor.org/stable/116816,A Vision of the Growth Process,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Arnold C. Harberger,,,,,,,,0
148,148,https://www.jstor.org/stable/116817,"Competition between Private and Public Schools, Vouchers, and Peer-Group Effects","Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Dennis Epple,Richard E. Romano,,,,,,,0
149,149,https://www.jstor.org/stable/116818,The Social Selection of Flexible and Rigid Agents,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Joseph E. Harrington,Jr.,,,,,,,0
150,150,https://www.jstor.org/stable/116819,Optimal Income Taxation: An Example with a U-Shaped Pattern of Optimal Marginal Tax Rates,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Peter A. Diamond,,,,,,,,0
151,151,https://www.jstor.org/stable/116820,Endogenously Chosen Boards of Directors and Their Monitoring of the CEO,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Benjamin E. Hermalin,Michael S. Weisbach,,,,,,,0
152,152,https://www.jstor.org/stable/116821,The Simple Economics of Easter Island: A Ricardo-Malthus Model of Renewable Resource Use,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,James A. Br,er,M. Scott Taylor,,,,,,0
153,153,https://www.jstor.org/stable/116822,Sources of Inefficiency in a Representative Democracy: A Dynamic Analysis,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Timothy Besley,Stephen Coate,,,,,,,0
154,154,https://www.jstor.org/stable/116823,"Altruists, Egoists, and Hooligans in a Local Interaction Model","Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Ilan Eshel,Larry Samuelson,Avner Shaked,,,,,,0
155,155,https://www.jstor.org/stable/116824,When Does It Take a Nixon to Go to China?,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Alex Cukierman,Mariano Tommasi,,,,,,,0
156,156,https://www.jstor.org/stable/116825,What Price Coordination? The Efficiency-Enhancing Effect of Auctioning the Right to Play,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Vincent Crawford,Bruno Broseta,,,,,,,0
157,157,https://www.jstor.org/stable/116826,The International Ramifications of Tax Reforms: Supply-Side Economics in a Global Economy,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Enrique G. Mendoza,Linda L. Tesar,,,,,,,0
158,158,https://www.jstor.org/stable/116827,Currencies and the Allocation of Risk: The Welfare Effects of a Monetary Union,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Pablo Andrés Neumeyer,,,,,,,,0
159,159,https://www.jstor.org/stable/116828,The Ultimate Externality,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Jon D. Harford,,,,,,,,0
160,160,https://www.jstor.org/stable/116829,The Impact of Educational Standards on the Level and Distribution of Earnings,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Julian R. Betts,,,,,,,,0
161,161,https://www.jstor.org/stable/116830,Competition over More than One Prize,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Derek J. Clark,Christian Riis,,,,,,,0
162,162,https://www.jstor.org/stable/116831,Intellectual Human Capital and the Birth of U.S. Biotechnology Enterprises,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Lynne G. Zucker,Michael R. Darby,Marilynn B. Brewer,,,,,,0
163,163,https://www.jstor.org/stable/116832,Sunk Costs and Firm Value Variability: Theory and Evidence,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Val Eugene Lambson,Farrell E. Jensen,,,,,,,0
164,164,https://www.jstor.org/stable/116833,Measuring Consumer Surplus with Unknown Hicksian Demands,"Vol. 88, No. 1, Mar., 1998",Vol. 88,No. 1,Mar.,1998,,Ian J. Irvine,William A. Sims,,,,,,,0
165,165,https://www.jstor.org/stable/2951288,Foreword,"Vol. 87, No. 6, Dec., 1997",Vol. 87,No. 6,Dec.,1997,,John J. Siegfried,,,,,,,,0
166,166,https://www.jstor.org/stable/2951290,An Outline of My Main Contributions to Economic Science,"Vol. 87, No. 6, Dec., 1997",Vol. 87,No. 6,Dec.,1997,,Maurice Allais,,,,,,,,0
167,167,https://www.jstor.org/stable/2951291,Econometrics and the Welfare State,"Vol. 87, No. 6, Dec., 1997",Vol. 87,No. 6,Dec.,1997,,Trygve Haavelmo,,,,,,,,0
168,168,https://www.jstor.org/stable/2951292,The Accounts of Society,"Vol. 87, No. 6, Dec., 1997",Vol. 87,No. 6,Dec.,1997,,Richard Stone,John D. Corbit,,,,,,,0
169,169,https://www.jstor.org/stable/2951326,Exchange Economies and Loss Exposure: Experiments Exploring Prospect Theory and Competitive Equilibria in Market Environments,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Mikhail Myagkov,Charles R. Plott,,,,,,,0
170,170,https://www.jstor.org/stable/2951327,Anomalous Behavior in Public Goods Experiments: How Much and Why?,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Thomas R. Palfrey,Jeffrey E. Prisbrey,,,,,,,0
171,171,https://www.jstor.org/stable/2951328,Information Cascades in the Laboratory,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Lisa R. Anderson,Charles A. Holt,,,,,,,0
172,172,https://www.jstor.org/stable/2951329,Contagion and Bank Failures During the Great Depression: The June 1932 Chicago Banking Panic,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Charles W. Calomiris,Joseph R. Mason,,,,,,,0
173,173,https://www.jstor.org/stable/2951330,Interactions Between the Seasonal and Business Cycles in Production and Inventories,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Stephen G. Cecchetti,Anil K. Kashyap,David W. Wilcox,,,,,,0
174,174,https://www.jstor.org/stable/2951331,"Agency Costs, Net Worth, and Business Fluctuations: A Computable General Equilibrium Analysis","Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Charles T. Carlstrom,Timothy S. Fuerst,,,,,,,0
175,175,https://www.jstor.org/stable/2951332,Credibility of Optimal Monetary Delegation,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Henrik Jensen,,,,,,,,0
176,176,https://www.jstor.org/stable/2951333,The Welfare State and Competitiveness,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Alberto Alesina,Roberto Perotti,,,,,,,0
177,177,https://www.jstor.org/stable/2951334,A Coalition-Formation Approach to Equilibrium Federations and Trading Blocs,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,John B. Burbidge,James A. DePater,Gordon M. Myers,Abhijit Sengupta,,,,,0
178,178,https://www.jstor.org/stable/2951335,The Economics of Split-Ticket Voting in Representative Democracies,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,V. V. Chari,Larry E. Jones,Ramon Marimon,,,,,,0
179,179,https://www.jstor.org/stable/2951336,Political Institutions and Sorting in a Tiebout Model,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Ken Kollman,John H. Miller,Scott E. Page,,,,,,0
180,180,https://www.jstor.org/stable/2951337,Evidence of Nominal Wage Stickiness from Microdata,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Shulamit Kahn,,,,,,,,0
181,181,https://www.jstor.org/stable/2951338,Intergenerational Income Mobility in Sweden Compared to the United States,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Anders Björklund,Markus Jäntti,,,,,,,0
182,182,https://www.jstor.org/stable/2951339,Is Inequality Harmful for Growth? Comment,"Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Mark D. Partridge,,,,,,,,0
183,183,https://www.jstor.org/stable/2951340,"Productivity Growth, Technical Progress, and Efficiency Change in Industrialized Countries: Comment","Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Subhash C. Ray,Evangelia Desli,,,,,,,0
184,184,https://www.jstor.org/stable/2951341,"Productivity Growth, Technical Progress, and Efficiency Change in Industrialized Countries: Reply","Vol. 87, No. 5, Dec., 1997",Vol. 87,No. 5,Dec.,1997,,Rolf Färe,Shawna Grosskopf,Mary Norris,,,,,,0
185,185,https://www.jstor.org/stable/2951359,"Technology, Factor Supplies, and International Specialization: Estimating the Neoclassical Model","Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,James Harrigan,,,,,,,,0
186,186,https://www.jstor.org/stable/2951360,The International Transmission of Financial Shocks: The Case of Japan,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Joe Peek,Eric S. Rosengren,,,,,,,0
187,187,https://www.jstor.org/stable/2951361,A Political-Economic Analysis of Free-Trade Agreements,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Philip I. Levy,,,,,,,,0
188,188,https://www.jstor.org/stable/2951362,An Empirical Assessment of the Proximity-Concentration Trade-off Between Multinational Sales and Trade,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,S. Lael Brainard,,,,,,,,0
189,189,https://www.jstor.org/stable/2951363,The Decision to Export in Colombia: An Empirical Model of Entry with Sunk Costs,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Mark J. Roberts,James R. Tybout,,,,,,,0
190,190,https://www.jstor.org/stable/2951364,Privatization in Eastern Germany: Management Selection and Economic Transition,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,I. J. Alex,er Dyck,,,,,,,0
191,191,https://www.jstor.org/stable/2951365,Competition or Compensation: Supplier Incentives Under the American and Japanese Subcontracting Systems,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Curtis R. Taylor,Steven N. Wiggins,,,,,,,0
192,192,https://www.jstor.org/stable/2951366,Demand Uncertainty and Price Maintenance: Markdowns as Destructive Competition,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Raymond Deneckere,Howard P. Marvel,James Peck,,,,,,0
193,193,https://www.jstor.org/stable/2951367,Public Policy Towards R&D in Oligopolistic Industries,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Dermot Leahy,J. Peter Neary,,,,,,,0
194,194,https://www.jstor.org/stable/2951368,Secret Reserve Prices in a Bidding Model with a Resale Option,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Ignatius J. Horstmann,Chantale LaCasse,,,,,,,0
195,195,https://www.jstor.org/stable/2951369,Optimal Health Insurance and Provider Payment,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Ching-To Albert Ma,Thomas G. McGuire,,,,,,,0
196,196,https://www.jstor.org/stable/2951370,The Role of the Family in Immigrants' Labor-Market Activity: An Evaluation of Alternative Explanations,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Michael Baker,Dwayne Benjamin,,,,,,,0
197,197,https://www.jstor.org/stable/2951371,Transaction Costs and Price Volatility: Evidence from Commission Deregulation,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Charles M. Jones,Paul J. Seguin,,,,,,,0
198,198,https://www.jstor.org/stable/2951372,Risk Aversion and Stock Price Sensitivity to Dividends,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,May Hagiwara,Miguel A. Herce,,,,,,,0
199,199,https://www.jstor.org/stable/2951373,The Cost of Price Incentives: An Empirical Analysis of Motivation Crowding- Out,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Bruno S. Frey,Felix Oberholzer-Gee,,,,,,,0
200,200,https://www.jstor.org/stable/2951374,Long-Run Neutrality and Superneutrality in an ARIMA Framework: Comment,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Alfred A. Haug,Robert F. Lucas,,,,,,,0
201,201,https://www.jstor.org/stable/2951375,Generics and New Goods in Pharmaceutical Price Indexes: Comment,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Robert C. Feenstra,,,,,,,,0
202,202,https://www.jstor.org/stable/2951376,Generics and New Goods in Pharmaceutical Price Indexes: Reply,"Vol. 87, No. 4, Sep., 1997",Vol. 87,No. 4,Sep.,1997,,Zvi Griliches,Iain Cockburn,,,,,,,0
203,203,https://www.jstor.org/stable/2951345,Equity and Time to Sale in the Real Estate Market,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,David Genesove,Christopher J. Mayer,,,,,,,0
204,204,https://www.jstor.org/stable/2951346,Using Electoral Cycles in Police Hiring to Estimate the Effect of Police on Crime,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Steven D. Levitt,,,,,,,,0
205,205,https://www.jstor.org/stable/2951347,The Effects of Human Resource Management Practices on Productivity: A Study of Steel Finishing Lines,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Casey Ichniowski,Kathryn Shaw,Giovanna Prennushi,,,,,,0
206,206,https://www.jstor.org/stable/2951348,Productivity Under Group Incentives: An Experimental Study,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Haig R. Nalbantian,Andrew Schotter,,,,,,,0
207,207,https://www.jstor.org/stable/2951349,Long-Run Implications of Investment-Specific Technological Change,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Jeremy Greenwood,Zvi Hercowitz,Per Krusell,,,,,,0
208,208,https://www.jstor.org/stable/2951350,"Technological Progress, Mobility, and Economic Growth","Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Oded Galor,Daniel Tsiddon,,,,,,,0
209,209,https://www.jstor.org/stable/2951351,On the Speed of Convergence in Endogenous Growth Models,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Salvador Ortigueira,Manuel S. Santos,,,,,,,0
210,210,https://www.jstor.org/stable/2951352,"Size, Sunk Costs, and Judge Bowker's Objection to Free Trade","Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,John McLaren,,,,,,,,0
211,211,https://www.jstor.org/stable/2951353,Using International and Japanese Regional Data to Determine When the Factor Abundance Theory of Trade Works,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Donald R. Davis,David E. Weinstein,Scott C. Bradford,Kazushige Shimpo,,,,,0
212,212,https://www.jstor.org/stable/2951354,Firm-Specific Assets and the Link between Exchange Rates and Foreign Direct Investment,"Vol. 87, No. 3, Jun., 1997",Vol. 87,No. 3,Jun.,1997,,Bruce A. Blonigen,,,,,,,,0
213,213,https://www.jstor.org/stable/2950874,Agriculture and the Wealth of Nations,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,D. Gale Johnson,,,,,,,,0
214,214,https://www.jstor.org/stable/2950875,The IMF and Russia,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Yegor Gaidar,,,,,,,,0
215,215,https://www.jstor.org/stable/2950876,Argentina's Convertibility Plan and the IMF,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Domingo F. Cavallo,Joaquin A. Cottani,,,,,,,0
216,216,https://www.jstor.org/stable/2950877,Applied Economics in Action: IMF Programs,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Stanley Fischer,,,,,,,,0
217,217,https://www.jstor.org/stable/2950878,IMF Surveillance,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Michael Mussa,,,,,,,,0
218,218,https://www.jstor.org/stable/2950879,Asset Inequality Matters: An Assessment of the World Bank's Approach to Poverty Reduction,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Nancy Birdsall,Juan Luis Londono,,,,,,,0
219,219,https://www.jstor.org/stable/2950880,Project Analysis and the World Bank,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Glenn P. Jenkins,,,,,,,,0
220,220,https://www.jstor.org/stable/2950881,Trade Liberalization Reforms and the World Bank,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Sebastian Edwards,,,,,,,,0
221,221,https://www.jstor.org/stable/2950882,What Do Economists Know that Policymakers Need To?,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,James W. Fox,,,,,,,,0
222,222,https://www.jstor.org/stable/2950883,The Evolution of Economic Policymaking in Africa,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Jerome M. Wolgin,,,,,,,,0
223,223,https://www.jstor.org/stable/2950884,Speed of Policy Reform and Outcomes,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Samuel L. Skogstad,Stephen S. Everhart,,,,,,,0
224,224,https://www.jstor.org/stable/2950885,Project Evaluation Training and Public Investment in Chile,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Ernesto R. Fontaine,,,,,,,,0
225,225,https://www.jstor.org/stable/2950886,Highway Franchising: Pitfalls and Opportunities,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Eduardo Engel,Ronald Fischer,Alex,er Galetovic,,,,,0
226,226,https://www.jstor.org/stable/2950887,Trade Reform and Uniform Import Tariffs: The Chilean Experience,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Vittorio Corbo,,,,,,,,0
227,227,https://www.jstor.org/stable/2950888,The CPI Commission: Findings and Recommendations,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Michael J. Boskin,Ellen R. Dulberger,Robert J. Gordon,Zvi Griliches,Dale W. Jorgenson,,,,0
228,228,https://www.jstor.org/stable/2950889,Quality Change and New Products,"Vol. 87, No. 2, May, 1997",Vol. 87,No. 2,May,1997,,Robert J. Gordon,Zvi Griliches,,,,,,,0
